ENSG0001	gene_1
ENSG0005071	gene_5071
ENSG0005072	gene_5072
ENSG0005073	gene_5073
ENSG0005074	gene_5074
ENSG0005075	gene_5075
ENSG0005076	MT-5076
ENSG0005077	gene_5077
ENSG0005078	gene_5078
ENSG0005079	MT-5079
ENSG0005080	gene_5080
ENSG0005081	MT-5081
ENSG0005082	gene_5082
ENSG0005083	gene_5083
ENSG0005084	gene_5084
ENSG0005085	gene_5085
ENSG0005086	gene_5086
ENSG0005087	gene_5087
ENSG0005088	MT-5088
ENSG0005089	gene_5089
ENSG0005090	gene_5090
ENSG0005091	gene_5091
ENSG0005092	gene_5092
ENSG0005093	gene_5093
ENSG0005094	gene_5094
ENSG0005095	gene_5095
ENSG0005096	gene_5096
ENSG0005097	gene_5097
ENSG0005098	MT-5098
ENSG0005099	gene_5099
ENSG0005100	gene_5100
ENSG0005101	gene_5101
ENSG0005102	gene_5102
ENSG0005103	gene_5103
ENSG0005104	gene_5104
ENSG0005105	gene_5105
ENSG0005106	MT-5106
ENSG0005107	gene_5107
ENSG0005108	MT-5108
ENSG0005109	MT-5109
ENSG0005110	gene_5110
ENSG0005111	gene_5111
ENSG0005112	gene_5112
ENSG0005113	gene_5113
ENSG0005114	gene_5114
ENSG0005115	gene_5115
ENSG0005116	gene_5116
ENSG0005117	gene_5117
ENSG0005118	gene_5118
ENSG0005119	gene_5119
ENSG0005120	gene_5120
ENSG0005121	gene_5121
ENSG0005122	gene_5122
ENSG0005123	gene_5123
ENSG0005124	gene_5124
ENSG0005125	gene_5125
ENSG0005126	gene_5126
ENSG0005127	gene_5127
ENSG0005128	gene_5128
ENSG0005129	gene_5129
ENSG0005130	gene_5130
ENSG0005131	gene_5131
ENSG0005132	gene_5132
ENSG0005133	MT-5133
ENSG0005134	gene_5134
ENSG0005135	gene_5135
ENSG0005136	gene_5136
ENSG0005137	gene_5137
ENSG0005138	gene_5138
ENSG0005139	gene_5139
ENSG0005140	gene_5140
ENSG0005141	gene_5141
ENSG0005142	gene_5142
ENSG0005143	gene_5143
ENSG0005144	gene_5144
ENSG0005145	gene_5145
ENSG0005146	gene_5146
ENSG0005147	gene_5147
ENSG0005148	MT-5148
ENSG0005149	gene_5149
ENSG0005150	gene_5150
ENSG0005151	gene_5151
ENSG0005152	gene_5152
ENSG0005153	gene_5153
ENSG0005154	gene_5154
ENSG0005155	gene_5155
ENSG0005156	gene_5156
ENSG0005157	gene_5157
ENSG0005158	gene_5158
ENSG0005159	gene_5159
ENSG0005160	gene_5160
ENSG0005161	gene_5161
ENSG0005162	gene_5162
ENSG0005163	gene_5163
ENSG0005164	gene_5164
ENSG0005165	gene_5165
ENSG0005166	gene_5166
ENSG0005167	gene_5167
ENSG0005168	gene_5168
ENSG0005169	gene_5169
ENSG0005170	gene_5170
ENSG0005171	gene_5171
ENSG0005172	MT-5172
ENSG0005173	gene_5173
ENSG0005174	gene_5174
ENSG0005175	gene_5175
ENSG0005176	gene_5176
ENSG0005177	gene_5177
ENSG0005178	gene_5178
ENSG0005179	gene_5179
ENSG0005180	gene_5180
ENSG0005181	gene_5181
ENSG0005182	MT-5182
ENSG0005183	gene_5183
ENSG0005184	gene_5184
ENSG0005185	gene_5185
ENSG0005186	gene_5186
ENSG0005187	gene_5187
ENSG0005188	gene_5188
ENSG0005189	gene_5189
ENSG0005190	gene_5190
ENSG0005191	gene_5191
ENSG0005192	gene_5192
ENSG0005193	gene_5193
ENSG0005194	gene_5194
ENSG0005195	gene_5195
ENSG0005196	gene_5196
ENSG0005197	gene_5197
ENSG0005198	gene_5198
ENSG0005199	gene_5199
ENSG0005200	gene_5200
ENSG0005201	gene_5201
ENSG0005202	gene_5202
ENSG0005203	gene_5203
ENSG0005204	MT-5204
ENSG0005205	gene_5205
ENSG0005206	gene_5206
ENSG0005207	MT-5207
ENSG0005208	gene_5208
ENSG0005209	gene_5209
ENSG0005210	gene_5210
ENSG0005211	gene_5211
ENSG0005212	gene_5212
ENSG0005213	gene_5213
ENSG0005214	gene_5214
ENSG0005215	gene_5215
ENSG0005216	gene_5216
ENSG0005217	gene_5217
ENSG0005218	gene_5218
ENSG0005219	gene_5219
ENSG0005220	gene_5220
ENSG0005221	gene_5221
ENSG0005222	gene_5222
ENSG0005223	gene_5223
ENSG0005224	gene_5224
ENSG0005225	gene_5225
ENSG0005226	gene_5226
ENSG0005227	gene_5227
ENSG0005228	gene_5228
ENSG0005229	gene_5229
ENSG0005230	gene_5230
ENSG0005231	gene_5231
ENSG0005232	gene_5232
ENSG0005233	gene_5233
ENSG0005234	gene_5234
ENSG0005235	gene_5235
ENSG0005236	gene_5236
ENSG0005237	gene_5237
ENSG0005238	gene_5238
ENSG0005239	gene_5239
ENSG0005240	gene_5240
ENSG0005241	gene_5241
ENSG0005242	gene_5242
ENSG0005243	gene_5243
ENSG0005244	gene_5244
ENSG0005245	MT-5245
ENSG0005246	gene_5246
ENSG0005247	gene_5247
ENSG0005248	gene_5248
ENSG0005249	gene_5249
ENSG0005250	gene_5250
ENSG0005251	gene_5251
ENSG0005252	gene_5252
ENSG0005253	gene_5253
ENSG0005254	gene_5254
ENSG0005255	gene_5255
ENSG0005256	gene_5256
ENSG0005257	gene_5257
ENSG0005258	gene_5258
ENSG0005259	gene_5259
ENSG0005260	gene_5260
ENSG0005261	gene_5261
ENSG0005262	MT-5262
ENSG0005263	MT-5263
ENSG0005264	gene_5264
ENSG0005265	gene_5265
ENSG0005266	gene_5266
ENSG0005267	gene_5267
ENSG0005268	gene_5268
ENSG0005269	gene_5269
ENSG0005270	gene_5270
ENSG0005271	gene_5271
ENSG0005272	gene_5272
ENSG0005273	gene_5273
ENSG0005274	gene_5274
ENSG0005275	gene_5275
ENSG0005276	gene_5276
ENSG0005277	gene_5277
ENSG0005278	gene_5278
ENSG0005279	gene_5279
ENSG0005280	gene_5280
ENSG0005281	gene_5281
ENSG0005282	gene_5282
ENSG0005283	gene_5283
ENSG0005284	gene_5284
ENSG0005285	gene_5285
ENSG0005286	gene_5286
ENSG0005287	gene_5287
ENSG0005288	gene_5288
ENSG0005289	gene_5289
ENSG0005290	gene_5290
ENSG0005291	gene_5291
ENSG0005292	gene_5292
ENSG0005293	gene_5293
ENSG0005294	MT-5294
ENSG0005295	gene_5295
ENSG0005296	gene_5296
ENSG0005297	gene_5297
ENSG0005298	gene_5298
ENSG0005299	gene_5299
ENSG0005300	gene_5300
ENSG0005301	gene_5301
ENSG0005302	MT-5302
ENSG0005303	gene_5303
ENSG0005304	gene_5304
ENSG0005305	MT-5305
ENSG0005306	gene_5306
ENSG0005307	gene_5307
ENSG0005308	gene_5308
ENSG0005309	gene_5309
ENSG0005310	gene_5310
ENSG0005311	gene_5311
ENSG0005312	gene_5312
ENSG0005313	gene_5313
ENSG0005314	gene_5314
ENSG0005315	gene_5315
ENSG0005316	gene_5316
ENSG0005317	gene_5317
ENSG0005318	gene_5318
ENSG0005319	gene_5319
ENSG0005320	gene_5320
ENSG0005321	gene_5321
ENSG0005322	gene_5322
ENSG0005323	gene_5323
ENSG0005324	gene_5324
ENSG0005325	gene_5325
ENSG0005326	gene_5326
ENSG0005327	gene_5327
ENSG0005328	gene_5328
ENSG0005329	gene_5329
ENSG0005330	gene_5330
ENSG0005331	gene_5331
ENSG0005332	gene_5332
ENSG0005333	gene_5333
ENSG0005334	gene_5334
ENSG0005335	gene_5335
ENSG0005336	gene_5336
ENSG0005337	gene_5337
ENSG0005338	gene_5338
ENSG0005339	gene_5339
ENSG0005340	gene_5340
ENSG0005341	gene_5341
ENSG0005342	gene_5342
ENSG0005343	gene_5343
ENSG0005344	gene_5344
ENSG0005345	gene_5345
ENSG0005346	gene_5346
ENSG0005347	gene_5347
ENSG0005348	MT-5348
ENSG0005349	gene_5349
ENSG0005350	MT-5350
ENSG0005351	gene_5351
ENSG0005352	gene_5352
ENSG0005353	MT-5353
ENSG0005354	gene_5354
ENSG0005355	gene_5355
ENSG0005356	gene_5356
ENSG0005357	gene_5357
ENSG0005358	gene_5358
ENSG0005359	gene_5359
ENSG0005360	gene_5360
ENSG0005361	gene_5361
ENSG0005362	gene_5362
ENSG0005363	gene_5363
ENSG0005364	gene_5364
ENSG0005365	gene_5365
ENSG0005366	gene_5366
ENSG0005367	gene_5367
ENSG0005368	gene_5368
ENSG0005369	gene_5369
ENSG0005370	gene_5370
ENSG0005371	gene_5371
ENSG0005372	gene_5372
ENSG0005373	gene_5373
ENSG0005374	gene_5374
ENSG0005375	gene_5375
ENSG0005376	gene_5376
ENSG0005377	gene_5377
ENSG0005378	gene_5378
ENSG0005379	gene_5379
ENSG0005380	MT-5380
ENSG0005381	gene_5381
ENSG0005382	gene_5382
ENSG0005383	gene_5383
ENSG0005384	gene_5384
ENSG0005385	gene_5385
ENSG0005386	gene_5386
ENSG0005387	gene_5387
ENSG0005388	gene_5388
ENSG0005389	gene_5389
ENSG0005390	gene_5390
ENSG0005391	gene_5391
ENSG0005392	gene_5392
ENSG0005393	gene_5393
ENSG0005394	MT-5394
ENSG0005395	gene_5395
ENSG0005396	gene_5396
ENSG0005397	MT-5397
ENSG0005398	MT-5398
ENSG0005399	gene_5399
ENSG0005400	gene_5400
ENSG0005401	gene_5401
ENSG0005402	gene_5402
ENSG0005403	gene_5403
ENSG0005404	gene_5404
ENSG0005405	gene_5405
ENSG0005406	gene_5406
ENSG0005407	gene_5407
ENSG0005408	gene_5408
ENSG0005409	gene_5409
ENSG0005410	gene_5410
ENSG0005411	gene_5411
ENSG0005412	gene_5412
ENSG0005413	gene_5413
ENSG0005414	gene_5414
ENSG0005415	gene_5415
ENSG0005416	gene_5416
ENSG0005417	gene_5417
ENSG0005418	gene_5418
ENSG0005419	gene_5419
ENSG0005420	gene_5420
ENSG0005421	gene_5421
ENSG0005422	gene_5422
ENSG0005423	gene_5423
ENSG0005424	MT-5424
ENSG0005425	gene_5425
ENSG0005426	gene_5426
ENSG0005427	MT-5427
ENSG0005428	gene_5428
ENSG0005429	gene_5429
ENSG0005430	gene_5430
ENSG0005431	gene_5431
ENSG0005432	gene_5432
ENSG0005433	gene_5433
ENSG0005434	gene_5434
ENSG0005435	gene_5435
ENSG0005436	gene_5436
ENSG0005437	gene_5437
ENSG0005438	gene_5438
ENSG0005439	gene_5439
ENSG0005440	gene_5440
ENSG0005441	MT-5441
ENSG0005442	gene_5442
ENSG0005443	gene_5443
ENSG0005444	gene_5444
ENSG0005445	gene_5445
ENSG0005446	gene_5446
ENSG0005447	gene_5447
ENSG0005448	gene_5448
ENSG0005449	gene_5449
ENSG0005450	gene_5450
ENSG0005451	gene_5451
ENSG0005452	gene_5452
ENSG0005453	gene_5453
ENSG0005454	MT-5454
ENSG0005455	gene_5455
ENSG0005456	gene_5456
ENSG0005457	gene_5457
ENSG0005458	gene_5458
ENSG0005459	gene_5459
ENSG0005460	gene_5460
ENSG0005461	gene_5461
ENSG0005462	gene_5462
ENSG0005463	gene_5463
ENSG0005464	gene_5464
ENSG0005465	gene_5465
ENSG0005466	gene_5466
ENSG0005467	gene_5467
ENSG0005468	gene_5468
ENSG0005469	MT-5469
ENSG0005470	gene_5470
ENSG0005471	gene_5471
ENSG0005472	gene_5472
ENSG0005473	gene_5473
ENSG0005474	gene_5474
ENSG0005475	gene_5475
ENSG0005476	gene_5476
ENSG0005477	gene_5477
ENSG0005478	gene_5478
ENSG0005479	gene_5479
ENSG0005480	gene_5480
ENSG0005481	gene_5481
ENSG0005482	gene_5482
ENSG0005483	gene_5483
ENSG0005484	gene_5484
ENSG0005485	gene_5485
ENSG0005486	gene_5486
ENSG0005487	gene_5487
ENSG0005488	gene_5488
ENSG0005489	gene_5489
ENSG0005490	gene_5490
ENSG0005491	gene_5491
ENSG0005492	gene_5492
ENSG0005493	gene_5493
ENSG0005494	gene_5494
ENSG0005495	gene_5495
ENSG0005496	gene_5496
ENSG0005497	gene_5497
ENSG0005498	gene_5498
ENSG0005499	gene_5499
ENSG0005500	gene_5500
ENSG0005501	gene_5501
ENSG0005502	gene_5502
ENSG0005503	gene_5503
ENSG0005504	gene_5504
ENSG0005505	gene_5505
ENSG0005506	gene_5506
ENSG0005507	gene_5507
ENSG0005508	gene_5508
ENSG0005509	gene_5509
ENSG0005510	gene_5510
ENSG0005511	gene_5511
ENSG0005512	gene_5512
ENSG0005513	gene_5513
ENSG0005514	gene_5514
ENSG0005515	gene_5515
ENSG0005516	gene_5516
ENSG0005517	gene_5517
ENSG0005518	gene_5518
ENSG0005519	gene_5519
ENSG0005520	gene_5520
ENSG0005521	MT-5521
ENSG0005522	gene_5522
ENSG0005523	gene_5523
ENSG0005524	gene_5524
ENSG0005525	gene_5525
ENSG0005526	gene_5526
ENSG0005527	gene_5527
ENSG0005528	gene_5528
ENSG0005529	MT-5529
ENSG0005530	gene_5530
ENSG0005531	gene_5531
ENSG0005532	gene_5532
ENSG0005533	gene_5533
ENSG0005534	gene_5534
ENSG0005535	MT-5535
ENSG0005536	gene_5536
ENSG0005537	gene_5537
ENSG0005538	gene_5538
ENSG0005539	MT-5539
ENSG0005540	MT-5540
ENSG0005541	gene_5541
ENSG0005542	gene_5542
ENSG0005543	gene_5543
ENSG0005544	gene_5544
ENSG0005545	gene_5545
ENSG0005546	gene_5546
ENSG0005547	gene_5547
ENSG0005548	gene_5548
ENSG0005549	gene_5549
ENSG0005550	gene_5550
ENSG0005551	gene_5551
ENSG0005552	gene_5552
ENSG0005553	MT-5553
ENSG0005554	gene_5554
ENSG0005555	MT-5555
ENSG0005556	gene_5556
ENSG0005557	gene_5557
ENSG0005558	gene_5558
ENSG0005559	gene_5559
ENSG0005560	gene_5560
ENSG0005561	gene_5561
ENSG0005562	gene_5562
ENSG0005563	gene_5563
ENSG0005564	MT-5564
ENSG0005565	MT-5565
ENSG0005566	gene_5566
ENSG0005567	gene_5567
ENSG0005568	gene_5568
ENSG0005569	gene_5569
ENSG0005570	gene_5570
ENSG0005571	gene_5571
ENSG0005572	gene_5572
ENSG0005573	gene_5573
ENSG0005574	gene_5574
ENSG0005575	gene_5575
ENSG0005576	MT-5576
ENSG0005577	gene_5577
ENSG0005578	gene_5578
ENSG0005579	gene_5579
ENSG0005580	gene_5580
ENSG0005581	gene_5581
ENSG0005582	gene_5582
ENSG0005583	gene_5583
ENSG0005584	gene_5584
ENSG0005585	gene_5585
ENSG0005586	gene_5586
ENSG0005587	gene_5587
ENSG0005588	gene_5588
ENSG0005589	gene_5589
ENSG0005590	gene_5590
ENSG0005591	gene_5591
ENSG0005592	gene_5592
ENSG0005593	gene_5593
ENSG0005594	gene_5594
ENSG0005595	MT-5595
ENSG0005596	gene_5596
ENSG0005597	gene_5597
ENSG0005598	gene_5598
ENSG0005599	gene_5599
ENSG0005600	MT-5600
ENSG0005601	gene_5601
ENSG0005602	MT-5602
ENSG0005603	gene_5603
ENSG0005604	gene_5604
ENSG0005605	gene_5605
ENSG0005606	gene_5606
ENSG0005607	gene_5607
ENSG0005608	gene_5608
ENSG0005609	gene_5609
ENSG0005610	MT-5610
ENSG0005611	gene_5611
ENSG0005612	gene_5612
ENSG0005613	MT-5613
ENSG0005614	gene_5614
ENSG0005615	gene_5615
ENSG0005616	gene_5616
ENSG0005617	MT-5617
ENSG0005618	gene_5618
ENSG0005619	gene_5619
ENSG0005620	gene_5620
ENSG0005621	gene_5621
ENSG0005622	gene_5622
ENSG0005623	gene_5623
ENSG0005624	gene_5624
ENSG0005625	gene_5625
ENSG0005626	gene_5626
ENSG0005627	gene_5627
ENSG0005628	gene_5628
ENSG0005629	gene_5629
ENSG0005630	gene_5630
ENSG0005631	gene_5631
ENSG0005632	gene_5632
ENSG0005633	gene_5633
ENSG0005634	gene_5634
ENSG0005635	gene_5635
ENSG0005636	gene_5636
ENSG0005637	gene_5637
ENSG0005638	gene_5638
ENSG0005639	gene_5639
ENSG0005640	MT-5640
ENSG0005641	gene_5641
ENSG0005642	gene_5642
ENSG0005643	gene_5643
ENSG0005644	gene_5644
ENSG0005645	gene_5645
ENSG0005646	MT-5646
ENSG0005647	gene_5647
ENSG0005648	gene_5648
ENSG0005649	gene_5649
ENSG0005650	MT-5650
ENSG0005651	gene_5651
ENSG0005652	gene_5652
ENSG0005653	gene_5653
ENSG0005654	gene_5654
ENSG0005655	gene_5655
ENSG0005656	gene_5656
ENSG0005657	gene_5657
ENSG0005658	gene_5658
ENSG0005659	gene_5659
ENSG0005660	gene_5660
ENSG0005661	gene_5661
ENSG0005662	gene_5662
ENSG0005663	gene_5663
ENSG0005664	gene_5664
ENSG0005665	gene_5665
ENSG0005666	gene_5666
ENSG0005667	gene_5667
ENSG0005668	gene_5668
ENSG0005669	gene_5669
ENSG0005670	gene_5670
ENSG0005671	MT-5671
ENSG0005672	gene_5672
ENSG0005673	gene_5673
ENSG0005674	gene_5674
ENSG0005675	MT-5675
ENSG0005676	gene_5676
ENSG0005677	gene_5677
ENSG0005678	gene_5678
ENSG0005679	MT-5679
ENSG0005680	MT-5680
ENSG0005681	gene_5681
ENSG0005682	gene_5682
ENSG0005683	gene_5683
ENSG0005684	gene_5684
ENSG0005685	gene_5685
ENSG0005686	gene_5686
ENSG0005687	gene_5687
ENSG0005688	gene_5688
ENSG0005689	gene_5689
ENSG0005690	MT-5690
ENSG0005691	gene_5691
ENSG0005692	gene_5692
ENSG0005693	gene_5693
ENSG0005694	gene_5694
ENSG0005695	gene_5695
ENSG0005696	gene_5696
ENSG0005697	gene_5697
ENSG0005698	gene_5698
ENSG0005699	gene_5699
ENSG0005700	gene_5700
ENSG0005701	gene_5701
ENSG0005702	MT-5702
ENSG0005703	gene_5703
ENSG0005704	gene_5704
ENSG0005705	gene_5705
ENSG0005706	gene_5706
ENSG0005707	gene_5707
ENSG0005708	gene_5708
ENSG0005709	gene_5709
ENSG0005710	gene_5710
ENSG0005711	gene_5711
ENSG0005712	MT-5712
ENSG0005713	gene_5713
ENSG0005714	gene_5714
ENSG0005715	gene_5715
ENSG0005716	gene_5716
ENSG0005717	gene_5717
ENSG0005718	gene_5718
ENSG0005719	gene_5719
ENSG0005720	gene_5720
ENSG0005721	gene_5721
ENSG0005722	gene_5722
ENSG0005723	gene_5723
ENSG0005724	gene_5724
ENSG0005725	gene_5725
ENSG0005726	gene_5726
ENSG0005727	gene_5727
ENSG0005728	gene_5728
ENSG0005729	gene_5729
ENSG0005730	gene_5730
ENSG0005731	gene_5731
ENSG0005732	gene_5732
ENSG0005733	gene_5733
ENSG0005734	gene_5734
ENSG0005735	gene_5735
ENSG0005736	MT-5736
ENSG0005737	gene_5737
ENSG0005738	gene_5738
ENSG0005739	gene_5739
ENSG0005740	gene_5740
ENSG0005741	MT-5741
ENSG0005742	gene_5742
ENSG0005743	MT-5743
ENSG0005744	gene_5744
ENSG0005745	gene_5745
ENSG0005746	gene_5746
ENSG0005747	gene_5747
ENSG0005748	gene_5748
ENSG0005749	gene_5749
ENSG0005750	MT-5750
ENSG0005751	gene_5751
ENSG0005752	gene_5752
ENSG0005753	gene_5753
ENSG0005754	gene_5754
ENSG0005755	gene_5755
ENSG0005756	gene_5756
ENSG0005757	gene_5757
ENSG0005758	gene_5758
ENSG0005759	gene_5759
ENSG0005760	gene_5760
ENSG0005761	gene_5761
ENSG0005762	gene_5762
ENSG0005763	gene_5763
ENSG0005764	gene_5764
ENSG0005765	gene_5765
ENSG0005766	gene_5766
ENSG0005767	MT-5767
ENSG0005768	gene_5768
ENSG0005769	gene_5769
ENSG0005770	gene_5770
ENSG0005771	MT-5771
ENSG0005772	gene_5772
ENSG0005773	gene_5773
ENSG0005774	gene_5774
ENSG0005775	gene_5775
ENSG0005776	gene_5776
ENSG0005777	gene_5777
ENSG0005778	gene_5778
ENSG0005779	gene_5779
ENSG0005780	gene_5780
ENSG0005781	gene_5781
ENSG0005782	gene_5782
ENSG0005783	gene_5783
ENSG0005784	gene_5784
ENSG0005785	gene_5785
ENSG0005786	gene_5786
ENSG0005787	gene_5787
ENSG0005788	gene_5788
ENSG0005789	gene_5789
ENSG0005790	gene_5790
ENSG0005791	gene_5791
ENSG0005792	gene_5792
ENSG0005793	MT-5793
ENSG0005794	gene_5794
ENSG0005795	gene_5795
ENSG0005796	gene_5796
ENSG0005797	gene_5797
ENSG0005798	gene_5798
ENSG0005799	MT-5799
ENSG0005800	gene_5800
ENSG0005801	gene_5801
ENSG0005802	MT-5802
ENSG0005803	gene_5803
ENSG0005804	gene_5804
ENSG0005805	gene_5805
ENSG0005806	MT-5806
ENSG0005807	gene_5807
ENSG0005808	gene_5808
ENSG0005809	gene_5809
ENSG0005810	gene_5810
ENSG0005811	gene_5811
ENSG0005812	gene_5812
ENSG0005813	gene_5813
ENSG0005814	gene_5814
ENSG0005815	MT-5815
ENSG0005816	gene_5816
ENSG0005817	gene_5817
ENSG0005818	gene_5818
ENSG0005819	gene_5819
ENSG0005820	gene_5820
ENSG0005821	gene_5821
ENSG0005822	gene_5822
ENSG0005823	gene_5823
ENSG0005824	gene_5824
ENSG0005825	gene_5825
ENSG0005826	gene_5826
ENSG0005827	gene_5827
ENSG0005828	MT-5828
ENSG0005829	gene_5829
ENSG0005830	gene_5830
ENSG0005831	gene_5831
ENSG0005832	gene_5832
ENSG0005833	gene_5833
ENSG0005834	gene_5834
ENSG0005835	gene_5835
ENSG0005836	gene_5836
ENSG0005837	gene_5837
ENSG0005838	gene_5838
ENSG0005839	gene_5839
ENSG0005840	MT-5840
ENSG0005841	gene_5841
ENSG0005842	gene_5842
ENSG0005843	gene_5843
ENSG0005844	gene_5844
ENSG0005845	gene_5845
ENSG0005846	gene_5846
ENSG0005847	gene_5847
ENSG0005848	gene_5848
ENSG0005849	gene_5849
ENSG0005850	gene_5850
ENSG0005851	gene_5851
ENSG0005852	gene_5852
ENSG0005853	MT-5853
ENSG0005854	MT-5854
ENSG0005855	gene_5855
ENSG0005856	gene_5856
ENSG0005857	gene_5857
ENSG0005858	gene_5858
ENSG0005859	gene_5859
ENSG0005860	gene_5860
ENSG0005861	gene_5861
ENSG0005862	gene_5862
ENSG0005863	gene_5863
ENSG0005864	gene_5864
ENSG0005865	MT-5865
ENSG0005866	gene_5866
ENSG0005867	gene_5867
ENSG0005868	gene_5868
ENSG0005869	gene_5869
ENSG0005870	gene_5870
ENSG0005871	gene_5871
ENSG0005872	gene_5872
ENSG0005873	gene_5873
ENSG0005874	MT-5874
ENSG0005875	gene_5875
ENSG0005876	gene_5876
ENSG0005877	gene_5877
ENSG0005878	gene_5878
ENSG0005879	gene_5879
ENSG0005880	gene_5880
ENSG0005881	gene_5881
ENSG0005882	gene_5882
ENSG0005883	gene_5883
ENSG0005884	gene_5884
ENSG0005885	MT-5885
ENSG0005886	gene_5886
ENSG0005887	gene_5887
ENSG0005888	gene_5888
ENSG0005889	MT-5889
ENSG0005890	gene_5890
ENSG0005891	gene_5891
ENSG0005892	gene_5892
ENSG0005893	gene_5893
ENSG0005894	gene_5894
ENSG0005895	gene_5895
ENSG0005896	gene_5896
ENSG0005897	gene_5897
ENSG0005898	gene_5898
ENSG0005899	gene_5899
ENSG0005900	MT-5900
ENSG0005901	MT-5901
ENSG0005902	gene_5902
ENSG0005903	MT-5903
ENSG0005904	MT-5904
ENSG0005905	gene_5905
ENSG0005906	gene_5906
ENSG0005907	gene_5907
ENSG0005908	gene_5908
ENSG0005909	gene_5909
ENSG0005910	gene_5910
ENSG0005911	gene_5911
ENSG0005912	gene_5912
ENSG0005913	gene_5913
ENSG0005914	gene_5914
ENSG0005915	gene_5915
ENSG0005916	gene_5916
ENSG0005917	gene_5917
ENSG0005918	gene_5918
ENSG0005919	gene_5919
ENSG0005920	gene_5920
ENSG0005921	gene_5921
ENSG0005922	gene_5922
ENSG0005923	gene_5923
ENSG0005924	gene_5924
ENSG0005925	gene_5925
ENSG0005926	MT-5926
ENSG0005927	gene_5927
ENSG0005928	gene_5928
ENSG0005929	MT-5929
ENSG0005930	gene_5930
ENSG0005931	gene_5931
ENSG0005932	gene_5932
ENSG0005933	gene_5933
ENSG0005934	gene_5934
ENSG0005935	gene_5935
ENSG0005936	gene_5936
ENSG0005937	gene_5937
ENSG0005938	gene_5938
ENSG0005939	gene_5939
ENSG0005940	MT-5940
ENSG0005941	MT-5941
ENSG0005942	MT-5942
ENSG0005943	gene_5943
ENSG0005944	gene_5944
ENSG0005945	gene_5945
ENSG0005946	MT-5946
ENSG0005947	gene_5947
ENSG0005948	gene_5948
ENSG0005949	gene_5949
ENSG0005950	gene_5950
ENSG0005951	gene_5951
ENSG0005952	gene_5952
ENSG0005953	gene_5953
ENSG0005954	gene_5954
ENSG0005955	gene_5955
ENSG0005956	gene_5956
ENSG0005957	gene_5957
ENSG0005958	gene_5958
ENSG0005959	gene_5959
ENSG0005960	gene_5960
ENSG0005961	gene_5961
ENSG0005962	MT-5962
ENSG0005963	gene_5963
ENSG0005964	gene_5964
ENSG0005965	gene_5965
ENSG0005966	gene_5966
ENSG0005967	gene_5967
ENSG0005968	gene_5968
ENSG0005969	gene_5969
ENSG0005970	gene_5970
ENSG0005971	gene_5971
ENSG0005972	gene_5972
ENSG0005973	gene_5973
ENSG0005974	gene_5974
ENSG0005975	gene_5975
ENSG0005976	gene_5976
ENSG0005977	gene_5977
ENSG0005978	gene_5978
ENSG0005979	MT-5979
ENSG0005980	gene_5980
ENSG0005981	gene_5981
ENSG0005982	gene_5982
ENSG0005983	gene_5983
ENSG0005984	gene_5984
ENSG0005985	gene_5985
ENSG0005986	gene_5986
ENSG0005987	gene_5987
ENSG0005988	gene_5988
ENSG0005989	gene_5989
ENSG0005990	gene_5990
ENSG0005991	gene_5991
ENSG0005992	gene_5992
ENSG0005993	gene_5993
ENSG0005994	MT-5994
ENSG0005995	gene_5995
ENSG0005996	gene_5996
ENSG0005997	gene_5997
ENSG0005998	gene_5998
ENSG0005999	MT-5999
ENSG0006000	gene_6000
ENSG0006001	gene_6001
ENSG0006002	MT-6002
ENSG0006003	gene_6003
ENSG0006004	gene_6004
ENSG0006005	gene_6005
ENSG0006006	MT-6006
ENSG0006007	gene_6007
ENSG0006008	gene_6008
ENSG0006009	gene_6009
ENSG0006010	gene_6010
ENSG0006011	gene_6011
ENSG0006012	MT-6012
ENSG0006013	MT-6013
ENSG0006014	gene_6014
ENSG0006015	gene_6015
ENSG0006016	gene_6016
ENSG0006017	gene_6017
ENSG0006018	gene_6018
ENSG0006019	gene_6019
ENSG0006020	gene_6020
ENSG0006021	gene_6021
ENSG0006022	gene_6022
ENSG0006023	gene_6023
ENSG0006024	gene_6024
ENSG0006025	gene_6025
ENSG0006026	gene_6026
ENSG0006027	gene_6027
ENSG0006028	gene_6028
ENSG0006029	gene_6029
ENSG0006030	gene_6030
ENSG0006031	gene_6031
ENSG0006032	MT-6032
ENSG0006033	gene_6033
ENSG0006034	gene_6034
ENSG0006035	gene_6035
ENSG0006036	gene_6036
ENSG0006037	gene_6037
ENSG0006038	gene_6038
ENSG0006039	gene_6039
ENSG0006040	gene_6040
ENSG0006041	MT-6041
ENSG0006042	MT-6042
ENSG0006043	gene_6043
ENSG0006044	gene_6044
ENSG0006045	gene_6045
ENSG0006046	gene_6046
ENSG0006047	gene_6047
ENSG0006048	MT-6048
ENSG0006049	gene_6049
ENSG0006050	gene_6050
ENSG0006051	MT-6051
ENSG0006052	gene_6052
ENSG0006053	gene_6053
ENSG0006054	gene_6054
ENSG0006055	gene_6055
ENSG0006056	gene_6056
ENSG0006057	gene_6057
ENSG0006058	MT-6058
ENSG0006059	gene_6059
ENSG0006060	MT-6060
ENSG0006061	gene_6061
ENSG0006062	gene_6062
ENSG0006063	gene_6063
ENSG0006064	MT-6064
ENSG0006065	gene_6065
ENSG0006066	gene_6066
ENSG0006067	MT-6067
ENSG0006068	gene_6068
ENSG0006069	gene_6069
